script_id,script_month,hcp_id,rep_id,product_id,region_id,script_count
S0009639,2024-11-01,HCP0257,REP007,P01,R04,3
S0014466,2024-12-01,HCP0387,REP008,P02,R04,1
S0009213,2024-09-01,HCP0245,REP036,P04,R05,2
S0008898,2024-08-01,HCP0237,REP003,P01,R01,1
S0014712,2024-11-01,HCP0394,REP004,P03,R02,3
S0019347,2024-01-01,HCP0521,REP024,P05,R05,2
S0010436,2024-02-01,HCP0279,REP033,P04,R01,7
S0014894,2024-07-01,HCP0400,REP017,P04,R02,12
S0009762,2024-07-01,HCP0260,REP003,P04,R01,1
S0019787,2024-12-01,HCP0533,REP035,P05,R03,1
S0010767,2024-07-01,HCP0287,REP039,P05,R04,1
S0009575,2024-12-01,HCP0255,REP009,P02,R04,3
S0006018,2024-11-01,HCP0159,REP024,P01,R05,4
S0002957,2024-02-01,HCP0077,REP018,P05,R05,7
S0007870,2024-06-01,HCP0210,REP025,P01,R02,3
S0015934,2024-07-01,HCP0426,REP005,P05,R02,6
S0011935,2024-03-01,HCP0317,REP014,P04,R01,4
S0012107,2024-09-01,HCP0321,REP035,P04,R03,12
S0009671,2024-09-01,HCP0258,REP009,P01,R04,2
S0005410,2024-04-01,HCP0143,REP010,P05,R02,1
S0009612,2024-03-01,HCP0256,REP020,P04,R04,7
S0007521,2024-08-01,HCP0200,REP037,P03,R01,3
S0001104,2024-02-01,HCP0029,REP002,P04,R03,2
S0014481,2024-03-01,HCP0388,REP030,P01,R03,11
S0012199,2024-09-01,HCP0324,REP024,P02,R05,4
S0016307,2024-11-01,HCP0438,REP008,P04,R04,5
S0018403,2024-04-01,HCP0496,REP011,P03,R05,4
S0004691,2024-04-01,HCP0124,REP021,P01,R03,2
S0001559,2024-12-01,HCP0042,REP037,P03,R01,1
S0015091,2024-12-01,HCP0406,REP017,P02,R01,5
S0002489,2024-04-01,HCP0064,REP014,P05,R01,1
S0020396,2024-12-01,HCP0550,REP016,P02,R05,5
S0020659,2024-12-01,HCP0558,REP012,P01,R01,3
S0003524,2024-05-01,HCP0093,REP002,P01,R03,14
S0004543,2024-08-01,HCP0119,REP007,P05,R04,2
S0017115,2024-02-01,HCP0459,REP001,P04,R03,1
S0003401,2024-01-01,HCP0090,REP037,P03,R01,5
S0016186,2024-05-01,HCP0434,REP037,P05,R01,1
S0021951,2024-11-01,HCP0594,REP014,P01,R01,4
S0013814,2024-04-01,HCP0367,REP008,P05,R04,1
S0013815,2024-05-01,HCP0367,REP008,P05,R04,1
S0002273,2024-08-01,HCP0060,REP011,P03,R05,2
S0002375,2024-07-01,HCP0062,REP030,P03,R03,3
S0010845,2024-06-01,HCP0290,REP025,P01,R02,10
S0013521,2024-04-01,HCP0360,REP037,P01,R01,10
S0014164,2024-05-01,HCP0377,REP003,P05,R01,3
S0014663,2024-09-01,HCP0393,REP028,P01,R04,8
S0008729,2024-03-01,HCP0233,REP018,P01,R05,4
S0012599,2024-10-01,HCP0334,REP003,P04,R01,4
S0012824,2024-09-01,HCP0340,REP018,P01,R05,8
S0009844,2024-11-01,HCP0262,REP038,P04,R03,3
S0000293,2024-10-01,HCP0009,REP027,P02,R02,3
S0011029,2024-11-01,HCP0294,REP013,P04,R02,10
S0018099,2024-01-01,HCP0488,REP027,P05,R02,9
S0019324,2024-02-01,HCP0521,REP024,P01,R05,7
S0011393,2024-01-01,HCP0304,REP021,P02,R03,5
S0002871,2024-12-01,HCP0075,REP027,P03,R02,1
S0016138,2024-05-01,HCP0434,REP037,P01,R01,4
S0013127,2024-05-01,HCP0348,REP020,P04,R04,8
S0011402,2024-12-01,HCP0304,REP021,P02,R03,3
S0009965,2024-03-01,HCP0266,REP011,P03,R05,3
S0017373,2024-07-01,HCP0466,REP024,P03,R05,8
S0020630,2024-07-01,HCP0557,REP033,P04,R01,5
S0009728,2024-08-01,HCP0259,REP028,P02,R04,16
S0021317,2024-02-01,HCP0576,REP020,P01,R04,10
S0018126,2024-04-01,HCP0489,REP001,P02,R03,3
S0013232,2024-08-01,HCP0351,REP033,P02,R01,6
S0014616,2024-07-01,HCP0391,REP025,P05,R02,2
S0013202,2024-02-01,HCP0350,REP018,P03,R05,4
S0020971,2024-01-01,HCP0566,REP034,P04,R01,0
S0004880,2024-01-01,HCP0129,REP035,P02,R03,5
S0019665,2024-06-01,HCP0530,REP014,P01,R01,5
S0010543,2024-04-01,HCP0282,REP022,P02,R02,7
S0017352,2024-09-01,HCP0466,REP024,P01,R05,5
S0021333,2024-06-01,HCP0576,REP020,P04,R04,1
S0019163,2024-03-01,HCP0515,REP039,P05,R04,2
S0010421,2024-11-01,HCP0279,REP033,P02,R01,2
S0018702,2024-09-01,HCP0503,REP012,P03,R01,2
S0004419,2024-01-01,HCP0117,REP026,P03,R04,2
S0010003,2024-07-01,HCP0267,REP018,P01,R05,2
S0004648,2024-08-01,HCP0123,REP003,P01,R01,0
S0014495,2024-05-01,HCP0388,REP030,P02,R03,3
S0014182,2024-09-01,HCP0378,REP011,P03,R05,3
S0012008,2024-05-01,HCP0319,REP037,P02,R01,7
S0000357,2024-06-01,HCP0011,REP018,P01,R05,9
S0019206,2024-10-01,HCP0518,REP036,P01,R05,3
S0011554,2024-01-01,HCP0308,REP020,P01,R04,7
S0000687,2024-06-01,HCP0018,REP011,P03,R05,3
S0012990,2024-07-01,HCP0345,REP030,P02,R03,9
S0004585,2024-03-01,HCP0120,REP021,P05,R03,1
S0000838,2024-07-01,HCP0022,REP021,P03,R03,1
S0007014,2024-06-01,HCP0186,REP018,P02,R05,1
S0008459,2024-05-01,HCP0225,REP020,P05,R04,5
S0018106,2024-08-01,HCP0488,REP027,P05,R02,2
S0014700,2024-11-01,HCP0394,REP004,P02,R02,5
S0010199,2024-04-01,HCP0273,REP017,P01,R02,8
S0001727,2024-10-01,HCP0046,REP034,P01,R01,5
S0021275,2024-08-01,HCP0574,REP023,P02,R04,2
S0019014,2024-07-01,HCP0511,REP017,P01,R02,5
S0002363,2024-07-01,HCP0062,REP030,P02,R03,3
S0017116,2024-03-01,HCP0459,REP001,P04,R03,8
S0018689,2024-06-01,HCP0502,REP033,P05,R01,2
S0003180,2024-08-01,HCP0084,REP036,P01,R05,1
S0010285,2024-09-01,HCP0275,REP037,P05,R01,1
S0016191,2024-11-01,HCP0434,REP037,P05,R01,9
S0014300,2024-10-01,HCP0382,REP034,P03,R01,5
S0017932,2024-01-01,HCP0482,REP033,P05,R01,2
S0018502,2024-12-01,HCP0498,REP020,P02,R04,8
S0012446,2024-12-01,HCP0330,REP033,P02,R01,3
S0014338,2024-01-01,HCP0384,REP033,P02,R01,1
S0004224,2024-02-01,HCP0112,REP021,P02,R03,3
S0001068,2024-02-01,HCP0029,REP002,P01,R03,5
S0014050,2024-03-01,HCP0374,REP038,P04,R03,1
S0009634,2024-06-01,HCP0257,REP007,P01,R04,13
S0007380,2024-04-01,HCP0196,REP033,P04,R01,11
S0008102,2024-06-01,HCP0216,REP036,P04,R05,2
S0011259,2024-05-01,HCP0301,REP009,P01,R04,2
S0009859,2024-02-01,HCP0263,REP017,P02,R02,10
S0010941,2024-02-01,HCP0292,REP020,P04,R04,1
S0021017,2024-12-01,HCP0567,REP026,P04,R04,1
S0006968,2024-02-01,HCP0185,REP036,P02,R05,1
S0019133,2024-08-01,HCP0515,REP039,P01,R04,4
S0006167,2024-12-01,HCP0162,REP038,P04,R03,2
S0006462,2024-01-01,HCP0170,REP018,P02,R05,1
S0003062,2024-04-01,HCP0081,REP021,P01,R03,18
S0000890,2024-02-01,HCP0023,REP001,P03,R03,4
S0000967,2024-01-01,HCP0025,REP003,P04,R01,7
S0010482,2024-02-01,HCP0281,REP026,P01,R04,8
S0014754,2024-05-01,HCP0395,REP007,P03,R04,2
S0001964,2024-06-01,HCP0053,REP033,P01,R01,3
S0011318,2024-04-01,HCP0302,REP005,P04,R02,6
S0009851,2024-06-01,HCP0263,REP017,P01,R02,4
S0012063,2024-01-01,HCP0320,REP025,P04,R02,14
S0009320,2024-04-01,HCP0249,REP013,P01,R02,5
S0001910,2024-06-01,HCP0051,REP028,P04,R04,2
S0008354,2024-06-01,HCP0223,REP017,P04,R02,3
S0021822,2024-01-01,HCP0590,REP008,P03,R04,5
S0009509,2024-03-01,HCP0254,REP026,P01,R04,3
S0020999,2024-06-01,HCP0567,REP026,P03,R04,5
S0014686,2024-08-01,HCP0393,REP028,P04,R04,7
S0015933,2024-06-01,HCP0426,REP005,P05,R02,10
S0002836,2024-11-01,HCP0074,REP037,P04,R01,2
S0009736,2024-04-01,HCP0259,REP028,P03,R04,4
S0011456,2024-08-01,HCP0306,REP011,P01,R05,6
S0010006,2024-10-01,HCP0267,REP018,P01,R05,4
S0007214,2024-10-01,HCP0191,REP035,P02,R03,1
S0007606,2024-04-01,HCP0203,REP021,P01,R03,1
S0000976,2024-10-01,HCP0025,REP003,P04,R01,6
S0002269,2024-02-01,HCP0060,REP011,P03,R05,3
S0003771,2024-05-01,HCP0099,REP034,P02,R01,5
S0015438,2024-06-01,HCP0414,REP013,P02,R02,4
S0016325,2024-05-01,HCP0439,REP034,P01,R01,5
S0000133,2024-01-01,HCP0004,REP036,P03,R05,1
S0010132,2024-08-01,HCP0270,REP022,P02,R02,3
S0000582,2024-12-01,HCP0016,REP039,P01,R04,6
S0021231,2024-11-01,HCP0573,REP035,P02,R03,4
S0009717,2024-09-01,HCP0259,REP028,P01,R04,6
S0009036,2024-01-01,HCP0240,REP014,P02,R01,5
S0006840,2024-05-01,HCP0181,REP013,P01,R02,3
S0000394,2024-10-01,HCP0011,REP018,P04,R05,1
S0010219,2024-12-01,HCP0274,REP017,P01,R02,6
S0006559,2024-09-01,HCP0172,REP003,P04,R01,3
S0009302,2024-08-01,HCP0247,REP036,P05,R05,2
S0016145,2024-12-01,HCP0434,REP037,P01,R01,9
S0013182,2024-05-01,HCP0350,REP018,P01,R05,3
S0003929,2024-03-01,HCP0103,REP005,P03,R02,2
S0019269,2024-03-01,HCP0520,REP020,P01,R04,9
S0021242,2024-10-01,HCP0573,REP035,P04,R03,4
S0008402,2024-06-01,HCP0224,REP017,P05,R02,2
S0004037,2024-09-01,HCP0106,REP027,P04,R02,10
S0020981,2024-11-01,HCP0566,REP034,P04,R01,5
S0020786,2024-01-01,HCP0562,REP007,P02,R04,4
S0008184,2024-01-01,HCP0219,REP021,P02,R03,4
S0010470,2024-12-01,HCP0280,REP001,P02,R03,4
S0000226,2024-02-01,HCP0007,REP019,P01,R03,5
S0011427,2024-02-01,HCP0305,REP011,P03,R05,2
S0004212,2024-02-01,HCP0111,REP030,P05,R03,1
S0011691,2024-03-01,HCP0311,REP019,P02,R03,1
S0021568,2024-08-01,HCP0583,REP021,P04,R03,6
S0006778,2024-12-01,HCP0179,REP034,P01,R01,3
S0004614,2024-09-01,HCP0121,REP003,P03,R01,1
S0015422,2024-02-01,HCP0414,REP013,P01,R02,4
S0020825,2024-07-01,HCP0562,REP007,P05,R04,1
S0008594,2024-01-01,HCP0229,REP013,P04,R02,8
S0011367,2024-09-01,HCP0303,REP035,P03,R03,1
S0019963,2024-05-01,HCP0539,REP001,P01,R03,2
S0020308,2024-07-01,HCP0547,REP003,P05,R01,3
S0018808,2024-03-01,HCP0506,REP039,P02,R04,4
S0021689,2024-04-01,HCP0587,REP035,P03,R03,5
S0012873,2024-12-01,HCP0341,REP003,P04,R01,4
S0021932,2024-03-01,HCP0593,REP037,P05,R01,2
S0005009,2024-11-01,HCP0132,REP007,P03,R04,4
S0015657,2024-07-01,HCP0421,REP025,P02,R02,1
S0003404,2024-04-01,HCP0090,REP037,P03,R01,4
S0003516,2024-08-01,HCP0092,REP003,P05,R01,2
S0003884,2024-06-01,HCP0102,REP031,P02,R04,1
S0012191,2024-01-01,HCP0324,REP024,P02,R05,3
S0021801,2024-04-01,HCP0590,REP008,P01,R04,11
S0006756,2024-01-01,HCP0178,REP003,P04,R01,1
S0016913,2024-06-01,HCP0454,REP019,P03,R03,2
S0002909,2024-02-01,HCP0077,REP018,P01,R05,23
S0017837,2024-11-01,HCP0480,REP009,P03,R04,2
S0004262,2024-11-01,HCP0113,REP003,P01,R01,1
S0008072,2024-08-01,HCP0215,REP020,P01,R04,9
S0018320,2024-09-01,HCP0493,REP036,P05,R05,5
S0002424,2024-08-01,HCP0063,REP035,P03,R03,2
S0001232,2024-12-01,HCP0032,REP003,P04,R01,3
S0005265,2024-02-01,HCP0140,REP020,P02,R04,4
S0017022,2024-03-01,HCP0457,REP014,P01,R01,4
S0006164,2024-08-01,HCP0162,REP038,P04,R03,3
S0011378,2024-09-01,HCP0303,REP035,P04,R03,1
S0003549,2024-07-01,HCP0093,REP002,P04,R03,8
S0016219,2024-07-01,HCP0435,REP005,P05,R02,2
S0020833,2024-03-01,HCP0563,REP038,P01,R03,1
S0017562,2024-08-01,HCP0471,REP020,P05,R04,5
S0021581,2024-10-01,HCP0584,REP013,P01,R02,8
S0007549,2024-03-01,HCP0201,REP018,P03,R05,1
S0016202,2024-11-01,HCP0435,REP005,P03,R02,19
S0021460,2024-05-01,HCP0580,REP037,P02,R01,1
S0022164,2024-12-01,HCP0598,REP035,P04,R03,8
S0001160,2024-12-01,HCP0030,REP022,P05,R02,3
S0006896,2024-05-01,HCP0182,REP025,P05,R02,6
S0011931,2024-10-01,HCP0317,REP014,P03,R01,3
S0005502,2024-05-01,HCP0146,REP020,P03,R04,4
S0019179,2024-01-01,HCP0517,REP011,P02,R05,0
S0008048,2024-03-01,HCP0214,REP036,P04,R05,6
S0000810,2024-02-01,HCP0021,REP037,P05,R01,9
S0019149,2024-01-01,HCP0515,REP039,P03,R04,2
S0013601,2024-12-01,HCP0361,REP003,P03,R01,5
S0002651,2024-01-01,HCP0070,REP003,P02,R01,5
S0014978,2024-04-01,HCP0403,REP035,P04,R03,2
S0022202,2024-02-01,HCP0599,REP024,P04,R05,4
S0008790,2024-07-01,HCP0234,REP021,P04,R03,3
S0003191,2024-08-01,HCP0084,REP036,P05,R05,0
S0003621,2024-05-01,HCP0095,REP033,P02,R01,15
S0009895,2024-02-01,HCP0264,REP035,P04,R03,3
S0019383,2024-03-01,HCP0522,REP009,P05,R04,4
S0014952,2024-01-01,HCP0403,REP035,P01,R03,7
S0003651,2024-12-01,HCP0095,REP033,P04,R01,8
S0014282,2024-04-01,HCP0382,REP034,P01,R01,8
S0016127,2024-03-01,HCP0433,REP001,P04,R03,2
S0020615,2024-04-01,HCP0557,REP033,P02,R01,7
S0004071,2024-07-01,HCP0107,REP036,P04,R05,3
S0008291,2024-12-01,HCP0222,REP017,P01,R02,17
S0001395,2024-04-01,HCP0038,REP036,P01,R05,2
S0005977,2024-04-01,HCP0158,REP029,P03,R04,4
S0003371,2024-05-01,HCP0089,REP011,P05,R05,1
S0021648,2024-10-01,HCP0586,REP002,P03,R03,1
S0017516,2024-09-01,HCP0470,REP005,P03,R02,4
S0015731,2024-03-01,HCP0422,REP039,P04,R04,1
S0019300,2024-12-01,HCP0520,REP020,P03,R04,2
S0017972,2024-08-01,HCP0483,REP008,P04,R04,8
S0001765,2024-03-01,HCP0047,REP029,P04,R04,2
S0001055,2024-01-01,HCP0027,REP004,P03,R02,5
S0021992,2024-04-01,HCP0595,REP035,P02,R03,3
S0019723,2024-06-01,HCP0532,REP030,P03,R03,5
S0018469,2024-03-01,HCP0497,REP013,P05,R02,1
S0015123,2024-04-01,HCP0407,REP011,P01,R05,2
S0008857,2024-03-01,HCP0236,REP033,P02,R01,5
S0007003,2024-07-01,HCP0186,REP018,P01,R05,8
S0012144,2024-12-01,HCP0322,REP039,P02,R04,9
S0007904,2024-06-01,HCP0211,REP011,P01,R05,4
S0012232,2024-06-01,HCP0324,REP024,P05,R05,4
S0013335,2024-08-01,HCP0354,REP001,P01,R03,14
S0001737,2024-10-01,HCP0046,REP034,P05,R01,5
S0013452,2024-09-01,HCP0357,REP019,P04,R03,1
S0011540,2024-11-01,HCP0307,REP021,P04,R03,3
S0001569,2024-11-01,HCP0042,REP037,P04,R01,1
S0000463,2024-01-01,HCP0014,REP018,P01,R05,5
S0000744,2024-05-01,HCP0020,REP011,P01,R05,1
S0008415,2024-08-01,HCP0225,REP020,P01,R04,7
S0022162,2024-10-01,HCP0598,REP035,P04,R03,5
S0003995,2024-03-01,HCP0106,REP027,P01,R02,8
S0017036,2024-06-01,HCP0457,REP014,P03,R01,1
S0012572,2024-01-01,HCP0333,REP001,P05,R03,1
S0008818,2024-12-01,HCP0235,REP018,P02,R05,4
S0009309,2024-03-01,HCP0248,REP036,P05,R05,4
S0010655,2024-10-01,HCP0285,REP019,P01,R03,6
S0006285,2024-10-01,HCP0166,REP010,P02,R02,5
S0016464,2024-06-01,HCP0442,REP021,P05,R03,4
S0012945,2024-09-01,HCP0343,REP001,P04,R03,9
S0020435,2024-08-01,HCP0551,REP039,P02,R04,4
S0020014,2024-03-01,HCP0540,REP012,P03,R01,2
S0008537,2024-02-01,HCP0227,REP011,P05,R05,7
S0005495,2024-10-01,HCP0146,REP020,P02,R04,8
S0012727,2024-04-01,HCP0338,REP012,P02,R01,4
S0013645,2024-10-01,HCP0362,REP038,P04,R03,10
S0016633,2024-02-01,HCP0448,REP035,P02,R03,4
S0019040,2024-09-01,HCP0511,REP017,P05,R02,1
S0018301,2024-09-01,HCP0493,REP036,P01,R05,1
S0008649,2024-09-01,HCP0230,REP012,P04,R01,5
S0010472,2024-02-01,HCP0280,REP001,P05,R03,3
S0008282,2024-03-01,HCP0222,REP017,P01,R02,9
S0004336,2024-08-01,HCP0115,REP036,P01,R05,1
S0010814,2024-08-01,HCP0289,REP038,P02,R03,0
S0021398,2024-02-01,HCP0579,REP002,P01,R03,2
S0014656,2024-02-01,HCP0393,REP028,P01,R04,7
S0021211,2024-03-01,HCP0573,REP035,P01,R03,1
S0005115,2024-12-01,HCP0136,REP033,P03,R01,5
S0007175,2024-12-01,HCP0190,REP025,P02,R02,2
S0008588,2024-07-01,HCP0229,REP013,P01,R02,15
S0018326,2024-03-01,HCP0494,REP034,P01,R01,0
S0013307,2024-04-01,HCP0353,REP031,P03,R04,9
S0017852,2024-02-01,HCP0480,REP009,P05,R04,8
S0005213,2024-10-01,HCP0139,REP017,P01,R02,12
S0003642,2024-03-01,HCP0095,REP033,P04,R01,4
S0009953,2024-03-01,HCP0265,REP011,P05,R05,3
S0009035,2024-12-01,HCP0240,REP014,P01,R01,9
S0020951,2024-04-01,HCP0566,REP034,P02,R01,6
S0000022,2024-11-01,HCP0001,REP011,P02,R05,6
S0003719,2024-01-01,HCP0098,REP005,P02,R02,6
S0013392,2024-09-01,HCP0355,REP012,P05,R01,1
S0016829,2024-10-01,HCP0452,REP005,P03,R02,4
S0002903,2024-08-01,HCP0076,REP035,P05,R03,4
S0018264,2024-06-01,HCP0491,REP036,P05,R05,2
S0014265,2024-11-01,HCP0381,REP023,P02,R04,3
S0005535,2024-02-01,HCP0147,REP011,P02,R05,3
S0017560,2024-06-01,HCP0471,REP020,P05,R04,6
S0011043,2024-03-01,HCP0295,REP029,P03,R04,2
S0000780,2024-07-01,HCP0020,REP011,P05,R05,5
S0014815,2024-08-01,HCP0397,REP036,P05,R05,3
S0007421,2024-10-01,HCP0197,REP020,P02,R04,11
S0018957,2024-10-01,HCP0509,REP011,P04,R05,14
S0016572,2024-10-01,HCP0445,REP001,P03,R03,1
S0006529,2024-03-01,HCP0172,REP003,P02,R01,2
S0003432,2024-01-01,HCP0091,REP001,P01,R03,2
S0021681,2024-08-01,HCP0587,REP035,P02,R03,1
S0011982,2024-02-01,HCP0318,REP039,P05,R04,1
S0021247,2024-03-01,HCP0573,REP035,P05,R03,0
S0014205,2024-11-01,HCP0379,REP036,P03,R05,1
S0003623,2024-07-01,HCP0095,REP033,P02,R01,2
S0004260,2024-09-01,HCP0113,REP003,P01,R01,7
S0004726,2024-06-01,HCP0125,REP012,P01,R01,10
S0001470,2024-11-01,HCP0039,REP011,P03,R05,1
S0013323,2024-08-01,HCP0353,REP031,P04,R04,1
S0021958,2024-06-01,HCP0594,REP014,P02,R01,4
S0015348,2024-09-01,HCP0412,REP035,P02,R03,2
S0009113,2024-07-01,HCP0241,REP001,P05,R03,2
S0020742,2024-05-01,HCP0561,REP021,P03,R03,5
S0019745,2024-06-01,HCP0533,REP035,P01,R03,1
S0021569,2024-09-01,HCP0583,REP021,P04,R03,11
S0018349,2024-04-01,HCP0494,REP034,P04,R01,1
S0008425,2024-07-01,HCP0225,REP020,P02,R04,2
S0000369,2024-06-01,HCP0011,REP018,P02,R05,7
S0020459,2024-08-01,HCP0552,REP007,P01,R04,9
S0011786,2024-06-01,HCP0313,REP020,P02,R04,5
S0009608,2024-11-01,HCP0256,REP020,P03,R04,1
S0006383,2024-11-01,HCP0168,REP009,P01,R04,13
S0013113,2024-02-01,HCP0348,REP020,P03,R04,1
S0009492,2024-07-01,HCP0253,REP001,P03,R03,2
S0000065,2024-08-01,HCP0002,REP025,P04,R02,16
S0021717,2024-11-01,HCP0587,REP035,P05,R03,2
S0011385,2024-05-01,HCP0304,REP021,P01,R03,3
S0004211,2024-01-01,HCP0111,REP030,P05,R03,1
S0014132,2024-07-01,HCP0376,REP021,P05,R03,5
S0016424,2024-01-01,HCP0441,REP001,P05,R03,3
S0019992,2024-04-01,HCP0539,REP001,P04,R03,1
S0001722,2024-05-01,HCP0046,REP034,P01,R01,14
S0021602,2024-07-01,HCP0585,REP002,P01,R03,0
S0005325,2024-03-01,HCP0142,REP027,P01,R02,12
S0004061,2024-09-01,HCP0107,REP036,P03,R05,4
S0007281,2024-10-01,HCP0193,REP001,P02,R03,5
S0010684,2024-04-01,HCP0285,REP019,P04,R03,7
S0001825,2024-04-01,HCP0049,REP005,P02,R02,7
S0010973,2024-11-01,HCP0293,REP005,P02,R02,2
S0015474,2024-07-01,HCP0415,REP014,P02,R01,5
S0002356,2024-12-01,HCP0062,REP030,P01,R03,6
S0019848,2024-04-01,HCP0536,REP023,P01,R04,2
S0003759,2024-05-01,HCP0099,REP034,P01,R01,4
S0003233,2024-02-01,HCP0085,REP033,P04,R01,2
S0019575,2024-05-01,HCP0527,REP002,P02,R03,9
S0001919,2024-03-01,HCP0052,REP036,P01,R05,2
S0007247,2024-10-01,HCP0192,REP003,P03,R01,5
S0018405,2024-06-01,HCP0496,REP011,P03,R05,0
S0001570,2024-12-01,HCP0042,REP037,P04,R01,7
S0001832,2024-12-01,HCP0049,REP005,P02,R02,2
S0008540,2024-05-01,HCP0227,REP011,P05,R05,2
S0001243,2024-11-01,HCP0033,REP031,P01,R04,7
S0012709,2024-09-01,HCP0337,REP026,P05,R04,1
S0022019,2024-08-01,HCP0595,REP035,P04,R03,2
S0009352,2024-01-01,HCP0249,REP013,P05,R02,5
S0018968,2024-09-01,HCP0510,REP006,P02,R02,4
S0017935,2024-05-01,HCP0482,REP033,P05,R01,5
S0004657,2024-05-01,HCP0123,REP003,P03,R01,5
S0014944,2024-05-01,HCP0402,REP017,P02,R02,2
S0012523,2024-08-01,HCP0332,REP007,P03,R04,5
S0008999,2024-10-01,HCP0239,REP037,P01,R01,4
S0019287,2024-10-01,HCP0520,REP020,P02,R04,11
S0014809,2024-02-01,HCP0397,REP036,P05,R05,1
S0011915,2024-04-01,HCP0317,REP014,P02,R01,1
S0014778,2024-05-01,HCP0395,REP007,P05,R04,1
S0001326,2024-03-01,HCP0036,REP004,P03,R02,1
S0008344,2024-07-01,HCP0223,REP017,P03,R02,6
S0020352,2024-03-01,HCP0548,REP008,P05,R04,4
S0015843,2024-12-01,HCP0425,REP003,P01,R01,16
S0008894,2024-04-01,HCP0237,REP003,P01,R01,4
S0004860,2024-12-01,HCP0128,REP036,P03,R05,1
S0007491,2024-02-01,HCP0200,REP037,P01,R01,10
S0019941,2024-05-01,HCP0538,REP011,P04,R05,3
S0014093,2024-12-01,HCP0375,REP032,P03,R02,1
S0011860,2024-02-01,HCP0315,REP003,P03,R01,4
S0020631,2024-08-01,HCP0557,REP033,P04,R01,3
S0016915,2024-08-01,HCP0454,REP019,P03,R03,7
S0001223,2024-03-01,HCP0032,REP003,P04,R01,9
S0001778,2024-04-01,HCP0048,REP012,P01,R01,1
S0020644,2024-09-01,HCP0557,REP033,P05,R01,3
S0017613,2024-01-01,HCP0473,REP014,P04,R01,6
S0020957,2024-10-01,HCP0566,REP034,P02,R01,5
S0016802,2024-06-01,HCP0451,REP035,P05,R03,4
S0011134,2024-06-01,HCP0298,REP018,P02,R05,1
S0015074,2024-06-01,HCP0405,REP032,P04,R02,3
S0016746,2024-09-01,HCP0450,REP011,P03,R05,1
S0019497,2024-07-01,HCP0525,REP030,P02,R03,8
S0013864,2024-11-01,HCP0369,REP020,P04,R04,4
S0008702,2024-08-01,HCP0231,REP034,P05,R01,2
S0019859,2024-03-01,HCP0536,REP023,P04,R04,5
S0006401,2024-05-01,HCP0168,REP009,P03,R04,1
S0018685,2024-02-01,HCP0502,REP033,P05,R01,3
S0020362,2024-01-01,HCP0549,REP030,P01,R03,8
S0000749,2024-10-01,HCP0020,REP011,P01,R05,4
S0007272,2024-01-01,HCP0193,REP001,P02,R03,3
S0005247,2024-08-01,HCP0139,REP017,P05,R02,8
S0001260,2024-06-01,HCP0033,REP031,P05,R04,4
S0007174,2024-11-01,HCP0190,REP025,P02,R02,4
S0021430,2024-11-01,HCP0579,REP002,P03,R03,4
S0001889,2024-09-01,HCP0050,REP030,P05,R03,3
S0015448,2024-04-01,HCP0414,REP013,P03,R02,8
S0000712,2024-08-01,HCP0019,REP005,P01,R02,8
S0012471,2024-02-01,HCP0331,REP020,P01,R04,1
S0021343,2024-04-01,HCP0576,REP020,P05,R04,5
S0016324,2024-04-01,HCP0439,REP034,P01,R01,6
S0021671,2024-10-01,HCP0587,REP035,P01,R03,8
S0000225,2024-01-01,HCP0007,REP019,P01,R03,6
S0013661,2024-02-01,HCP0363,REP034,P03,R01,3
S0007938,2024-05-01,HCP0211,REP011,P04,R05,1
S0020257,2024-02-01,HCP0547,REP003,P01,R01,4
S0004809,2024-08-01,HCP0127,REP009,P03,R04,11
S0003330,2024-12-01,HCP0088,REP026,P05,R04,2
S0003294,2024-06-01,HCP0088,REP026,P02,R04,1
S0000379,2024-05-01,HCP0011,REP018,P03,R05,1
S0011485,2024-03-01,HCP0306,REP011,P05,R05,2
S0015198,2024-10-01,HCP0408,REP012,P04,R01,6
S0011883,2024-06-01,HCP0316,REP013,P01,R02,7
S0003846,2024-03-01,HCP0101,REP021,P04,R03,6
S0012086,2024-12-01,HCP0320,REP025,P05,R02,4
S0017153,2024-07-01,HCP0461,REP020,P01,R04,5
S0005552,2024-09-01,HCP0147,REP011,P03,R05,1
S0017567,2024-01-01,HCP0472,REP034,P01,R05,1
S0013778,2024-02-01,HCP0366,REP035,P05,R03,3
S0008297,2024-06-01,HCP0222,REP017,P03,R02,9
S0015136,2024-05-01,HCP0407,REP011,P03,R05,0
S0001795,2024-05-01,HCP0048,REP012,P04,R01,2
S0018698,2024-04-01,HCP0503,REP012,P03,R01,4
S0005918,2024-10-01,HCP0157,REP014,P02,R01,1
S0018625,2024-10-01,HCP0501,REP003,P02,R01,2
S0014767,2024-06-01,HCP0395,REP007,P04,R04,7
S0013040,2024-11-01,HCP0346,REP026,P02,R04,9
S0005025,2024-03-01,HCP0133,REP011,P03,R05,7
S0014030,2024-04-01,HCP0373,REP019,P03,R03,4
S0012271,2024-10-01,HCP0325,REP024,P04,R05,1
S0001659,2024-11-01,HCP0044,REP011,P02,R05,2
S0000213,2024-06-01,HCP0006,REP033,P03,R01,1
S0018530,2024-04-01,HCP0499,REP011,P02,R05,2
S0014079,2024-09-01,HCP0375,REP032,P01,R02,6
S0018776,2024-06-01,HCP0505,REP024,P02,R05,0
