call_id,rep_id,hcp_id,call_date,call_type,duration_min
C006305,REP029,HCP0399,2024-01-07,Phone,
C005984,REP027,HCP0182,07/09/2024,In-Person,21.1
C001773,REP009,HCP0398,11/22/2024,In-Person,19.4
C001197,REP006,HCP0378,2024-12-05,In-Person,17.1
C001879,REP009,HCP0150,2024-04-07,  Phone,21.5
C002669,REP013,HCP0283,2024-06-12,In-Person,14.8
C003172,REP015,HCP0507,29-Jun-2024,Virtual,26.7
C002017,REP010,HCP0404,2024-09-17,Virtual,24.1
C002006,REP010,HCP0379,2024-05-07,Virtual,28.0
C003894,REP018,HCP0267,2024-12-22,Virtual,29.5
C003238,REP015,HCP0030,12-Mar-2024,Phone,23.0
C004425,REP021,HCP0563,2024-01-10,In-Person,24.5
C004745,REP022,HCP0019,08/21/2024,In-Person,20.1
C002079,REP010,HCP0154,10/03/2024,In-Person,14.5
C000397,REP002,HCP0598,14-Jan-2024,Virtual,20.1
C002789,REP013,HCP0200,2024-10-14,In-Person,18.9
C005631,REP026,HCP0135,2024-10-07,In-Person,32.8
C004073,REP019,HCP0573,09/11/2024,In-Person,17.6
C006736,REP031,HCP0140,2024-05-17,  In-Person,11.6
C008465,REP038,HCP0532,27-Oct-2024,In-Person,25.3
C005703,REP026,HCP0498,11/20/2024,Virtual,22.0
C001520,REP007,HCP0475,2024-03-11,In-Person,19.9
C006444,REP029,HCP0576,08/15/2024,In-Person,25.8
C001379,REP007,HCP0562,06/17/2024,In-Person,13.4
C001024,REP005,HCP0356,06/06/2024,Virtual,20.3
C002588,REP012,HCP0134,06/28/2024,Virtual,
C007746,REP035,HCP0388,2024-11-09,In-Person,18.2
C005009,REP023,HCP0348,06/10/2024,Virtual ,21.1
C002858,REP013,HCP0197,2024-03-09,Phone,19.1
C006538,REP030,HCP0359,11/17/2024,Virtual,24.6
C005642,REP026,HCP0281,2024-12-26,In-Person,10.9
C001630,REP008,HCP0438,04-Nov-2024,Virtual,23.6
C004889,REP022,HCP0294,02-Aug-2024,Virtual,12.4
C004527,REP021,HCP0459,03/16/2024,Phone ,13.8
C003524,REP017,HCP0421,05-Sep-2024,Virtual,14.2
C006130,REP028,HCP0132,11/06/2024,In-Person,27.9
C003608,REP017,HCP0002,27-Mar-2024,In-Person,20.5
C008387,REP038,HCP0579,2024-06-21,Phone,27.1
C000235,REP002,HCP0144,27-Jan-2024,In-Person,
C006109,REP028,HCP0534,02/09/2024,In-Person,17.5
C003797,REP018,HCP0407,07/15/2024,Phone,22.9
C004119,REP020,HCP0149,30-Mar-2024,In-Person,16.9
C005002,REP023,HCP0386,10/08/2024,In-Person,14.8
C003801,REP018,HCP0169,18-Sep-2024,Phone,14.5
C005941,REP027,HCP0302,15-Jul-2024,Phone,16.5
C007062,REP032,HCP0222,2024-03-12,Virtual,16.7
C005025,REP023,HCP0016,2024-07-03,Virtual,26.6
C001949,REP009,HCP0492,27-Jan-2024,In-Person,18.1
C000471,REP003,HCP0341,06-Nov-2024,Phone,15.5
C006121,REP028,HCP0225,30-Jul-2024,In-Person,17.2
C003493,REP017,HCP0165,16-Sep-2024,Phone,19.5
C002672,REP013,HCP0581,2024-06-23,In-Person,17.3
C007970,REP036,HCP0183,18-Oct-2024,Phone,26.1
C002225,REP011,HCP0089,20-Jun-2024,Virtual,11.3
C001107,REP005,HCP0049,2024-02-17,Virtual ,20.9
C007890,REP036,HCP0491,06/01/2024,Virtual,8.7
C000819,REP004,HCP0394,12/16/2024,In-Person,14.6
C004524,REP021,HCP0064,2024-11-13,Virtual,4.6
C007463,REP034,HCP0285,25-Nov-2024,In-Person,17.8
C007382,REP034,HCP0504,04/03/2024,Virtual,9.7
C005596,REP026,HCP0281,12/18/2024,In-Person,12.8
C008363,REP038,HCP0152,28-Feb-2024,Virtual,17.1
C000889,REP005,HCP0035,11-Dec-2024,Virtual,31.5
C002438,REP011,HCP0410,2024-06-30,In-Person,17.3
C000818,REP004,HCP0075,2024-06-06,Virtual,8.2
C003415,REP016,HCP0031,01-Apr-2024,Phone,11.6
C002342,REP011,HCP0521,24-Jul-2024,Virtual ,24.6
C008796,REP040,HCP0154,28-Jun-2024,Phone,18.0
C003168,REP015,HCP0559,04/27/2024,In-Person,9.9
C007087,REP032,HCP0426,09/14/2024,Virtual,25.1
C006323,REP029,HCP0102,05/08/2024,In-Person,
C001265,REP006,HCP0528,06-Dec-2024,Virtual,16.7
C005087,REP023,HCP0131,19-Feb-2024,In-Person,10.1
C004450,REP021,HCP0163,07/16/2024,Virtual,6.3
C004946,REP022,HCP0117,2024-11-06,Phone,13.1
C004046,REP019,HCP0357,2024-08-16,In-Person,18.6
C007237,REP033,HCP0474,2024-09-13,Phone,18.1
C006762,REP031,HCP0526,29-Jul-2024,In-Person,3.2
C001229,REP006,HCP0223,2024-10-19,In-Person,16.3
C005731,REP026,HCP0072,2024-04-05,In-Person,4.2
C000053,REP001,HCP0156,16-Apr-2024,Phone,23.3
C005771,REP026,HCP0028,05/26/2024,Virtual,21.7
C006779,REP031,HCP0299,2024-07-05,In-Person,19.4
C000160,REP001,HCP0277,07/29/2024,Phone,19.5
C006788,REP031,HCP0034,2024-03-04,In-Person,13.3
C001588,REP008,HCP0328,2024-09-20,In-Person,13.7
C001590,REP008,HCP0287,07/31/2024,In-Person,20.7
C005964,REP027,HCP0293,06-May-2024,In-Person,16.1
C007004,REP032,HCP0069,10/15/2024,  In-Person,20.2
C006059,REP027,HCP0049,09-Dec-2024,Virtual,22.4
C003859,REP018,HCP0085,2024-08-02,Virtual ,20.2
C005283,REP024,HCP0347,2024-08-06,In-Person,15.5
C002829,REP013,HCP0273,2024-11-05,In-Person,28.3
C000437,REP002,HCP0105,18-Apr-2024,Phone,18.2
C006420,REP029,HCP0258,15-Feb-2024,Virtual,17.5
C003879,REP018,HCP0252,27-Sep-2024,Phone,7.7
C001589,REP008,HCP0422,02/04/2024,In-Person,31.0
C002781,REP013,HCP0137,2024-01-06,In-Person,21.8
C007788,REP035,HCP0321,05-Dec-2024,In-Person,27.7
C007073,REP032,HCP0229,28-Jul-2024,Virtual,14.6
C007053,REP032,HCP0581,11/23/2024,In-Person,5.5
C004728,REP022,HCP0458,19-Apr-2024,Virtual,16.7
C000974,REP005,HCP0154,12-May-2024,Virtual,36.3
C001239,REP006,HCP0293,13-Nov-2024,In-Person,18.0
C002952,REP014,HCP0082,2024-04-25,  In-Person,30.1
C002343,REP011,HCP0437,2024-03-27,In-Person,15.4
C005759,REP026,HCP0254,18-Jan-2024,Virtual ,20.4
C008169,REP037,HCP0275,12-Sep-2024,Virtual,17.2
C001498,REP007,HCP0190,25-Jun-2024,In-Person,
C004546,REP021,HCP0061,2024-02-15,Phone,17.6
C004258,REP020,HCP0215,27-Jun-2024,Phone,13.0
C002423,REP011,HCP0126,29-Feb-2024,Virtual,
C000358,REP002,HCP0579,07-Jan-2024,In-Person,25.8
C007738,REP035,HCP0300,2024-12-14,In-Person,23.0
C008220,REP037,HCP0409,05-Jan-2024,Virtual,24.1
C002093,REP010,HCP0402,04/22/2024,Phone,30.4
C002016,REP010,HCP0224,06/10/2024,In-Person,
C008843,REP040,HCP0559,2024-03-18,In-Person,20.3
C006992,REP032,HCP0019,2024-08-01,Virtual,
C000188,REP001,HCP0228,25-Feb-2024,In-Person,8.2
C005824,REP026,HCP0434,04/18/2024,In-Person,11.8
C003656,REP017,HCP0139,2024-12-25,In-Person ,14.9
C003427,REP017,HCP0229,02/19/2024,Virtual,19.2
C007681,REP035,HCP0226,01/19/2024,Virtual,12.3
C001382,REP007,HCP0140,02/12/2024,In-Person,22.6
C005874,REP027,HCP0143,07/18/2024,Virtual,12.3
C000414,REP002,HCP0525,2024-10-15,In-Person,30.8
C005038,REP023,HCP0430,03/15/2024,In-Person,
C004898,REP022,HCP0405,09-Jan-2024,Virtual,15.3
C003337,REP016,HCP0073,2024-08-06,Virtual,19.3
C003607,REP017,HCP0511,26-Nov-2024,In-Person,16.1
C003176,REP015,HCP0284,09-Jun-2024,In-Person,24.5
C006986,REP032,HCP0075,07-Feb-2024,Phone,17.9
C008648,REP039,HCP0331,03/02/2024,Virtual,5.1
C006142,REP028,HCP0259,2024-02-23,In-Person,21.8
C000257,REP002,HCP0535,11/19/2024,Phone,26.7
C005572,REP025,HCP0139,02-Sep-2024,In-Person,21.7
C000201,REP001,HCP0241,09/06/2024,  In-Person,24.0
C002236,REP011,HCP0252,2024-04-18,In-Person,24.3
C004744,REP022,HCP0106,2024-01-01,Virtual,17.9
C001768,REP009,HCP0028,2024-07-24,  Phone,27.3
C004237,REP020,HCP0348,10/26/2024,  Virtual,38.5
C006865,REP031,HCP0281,12-Jun-2024,In-Person,13.7
C001573,REP008,HCP0322,18-Dec-2024,Virtual,11.2
C000025,REP001,HCP0573,13-Nov-2024,In-Person,26.2
C008239,REP037,HCP0291,2024-10-24,In-Person,17.7
C001089,REP005,HCP0302,16-Jul-2024,In-Person,25.1
C004675,REP021,HCP0561,11/07/2024,Phone,21.0
C002695,REP013,HCP0181,11/11/2024,Virtual,24.4
C005973,REP027,HCP0232,20-May-2024,In-Person,21.7
C003399,REP016,HCP0432,2024-09-10,In-Person,14.9
C003560,REP017,HCP0142,05/13/2024,Phone,21.3
C008456,REP038,HCP0205,29-May-2024,In-Person,11.7
C002842,REP013,HCP0096,2024-08-23,  In-Person,25.7
C002312,REP011,HCP0126,17-Feb-2024,Phone,29.0
C007221,REP033,HCP0417,2024-12-19,In-Person,10.8
C003235,REP015,HCP0506,2024-11-04,Virtual,4.8
C004153,REP020,HCP0383,21-Apr-2024,  Virtual,14.9
C001310,REP006,HCP0321,13-Dec-2024,Virtual,16.5
C000696,REP004,HCP0126,08/26/2024,Virtual,8.6
C005266,REP024,HCP0407,2024-09-13,In-Person,15.9
C003753,REP018,HCP0347,2024-04-25,In-Person,27.7
C001228,REP006,HCP0458,18-Jul-2024,Virtual,17.1
C002000,REP010,HCP0104,30-Jul-2024,In-Person,21.9
C000277,REP002,HCP0280,10-Mar-2024,In-Person,21.7
C006750,REP031,HCP0597,2024-07-07,In-Person,18.6
C005584,REP026,HCP0135,12-Sep-2024,  In-Person,10.6
C007587,REP035,HCP0105,17-May-2024,Virtual,15.0
C003638,REP017,HCP0232,19-Apr-2024,Virtual ,21.2
C006504,REP030,HCP0595,21-Apr-2024,In-Person,17.0
C004779,REP022,HCP0294,09/23/2024,Virtual,7.2
C008639,REP039,HCP0316,28-Oct-2024,In-Person,26.5
C004118,REP020,HCP0574,21-Mar-2024,In-Person,10.2
C008407,REP038,HCP0010,06-Oct-2024,Virtual,10.1
C001138,REP005,HCP0293,03/12/2024,Virtual,19.3
C002768,REP013,HCP0151,11/09/2024,Virtual,20.8
C006445,REP029,HCP0271,03/16/2024,In-Person,17.1
C006070,REP027,HCP0182,18-Jun-2024,In-Person,19.0
C000943,REP005,HCP0049,2024-05-05,Virtual,25.7
C007673,REP035,HCP0264,18-Mar-2024,In-Person,25.7
C007721,REP035,HCP0380,2024-09-29,In-Person,13.3
C004936,REP022,HCP0414,2024-11-04,Phone,10.1
C003936,REP019,HCP0277,13-Jun-2024,In-Person,13.7
C007570,REP034,HCP0429,2024-03-04,Virtual,19.3
C002385,REP011,HCP0558,08/25/2024,In-Person,20.0
C000116,REP001,HCP0527,2024-01-06,Virtual,11.4
C006711,REP030,HCP0120,09/04/2024,In-Person ,17.7
C001502,REP007,HCP0522,30-Dec-2024,In-Person,11.3
C003120,REP014,HCP0555,10/03/2024,Phone,11.0
C004259,REP020,HCP0069,25-Aug-2024,In-Person,30.3
C005295,REP024,HCP0155,2024-06-27,Virtual,21.3
C006904,REP031,HCP0033,2024-09-08,In-Person,9.9
C002820,REP013,HCP0488,09/15/2024,In-Person,12.2
C003823,REP018,HCP0540,18-Apr-2024,In-Person,16.9
C007971,REP036,HCP0045,2024-08-14,Virtual,30.6
C004700,REP021,HCP0205,2024-12-08,In-Person,6.2
C007678,REP035,HCP0176,14-Jan-2024,Phone,21.8
C003803,REP018,HCP0221,04/02/2024,Virtual,20.1
C003537,REP017,HCP0059,02/08/2024,Virtual,27.4
C003826,REP018,HCP0265,2024-07-24,In-Person,2.0
C007223,REP033,HCP0092,14-Sep-2024,In-Person,15.0
C007156,REP032,HCP0222,15-Jan-2024,Virtual,17.0
C004811,REP022,HCP0426,01-Apr-2024,Virtual,20.6
C001947,REP009,HCP0534,05/06/2024,In-Person,
C006180,REP028,HCP0387,05/17/2024,In-Person,26.0
C007098,REP032,HCP0290,28-Jan-2024,In-Person,22.6
C003489,REP017,HCP0391,11/08/2024,Phone,10.1
C001611,REP008,HCP0506,2024-12-20,In-Person,16.0
C005695,REP026,HCP0034,04/30/2024,Virtual,31.1
C004678,REP021,HCP0187,09/08/2024,In-Person ,
C004960,REP022,HCP0404,08/04/2024,Virtual,22.9
C007442,REP034,HCP0504,14-Dec-2024,Phone,7.3
C004762,REP022,HCP0411,10-Feb-2024,In-Person,38.2
C002195,REP011,HCP0379,05/03/2024,Virtual,20.0
C006298,REP029,HCP0298,17-May-2024,In-Person,17.6
C005114,REP023,HCP0213,2024-11-13,Virtual,8.4
C000558,REP003,HCP0237,07/11/2024,Virtual,4.2
C008161,REP037,HCP0236,2024-04-03,In-Person,23.4
C007320,REP033,HCP0087,05/09/2024,Phone,28.0
C001208,REP006,HCP0352,03-Dec-2024,Phone,17.6
C008787,REP040,HCP0208,24-May-2024,Phone,22.9
C006741,REP031,HCP0395,03/01/2024,In-Person,14.1
C001511,REP007,HCP0588,02/13/2024,In-Person,10.5
C003830,REP018,HCP0507,01-Feb-2024,In-Person,22.9
C003733,REP018,HCP0077,07/12/2024,In-Person,14.4
C006267,REP028,HCP0297,2024-12-14,In-Person,
C003212,REP015,HCP0103,10/22/2024,In-Person,7.4
C003631,REP017,HCP0210,30-Oct-2024,In-Person,14.1
C006559,REP030,HCP0285,05/29/2024,Virtual,6.6
C006563,REP030,HCP0152,2024-05-18,Virtual,5.2
C000267,REP002,HCP0101,07/29/2024,In-Person,8.7
C001141,REP005,HCP0035,2024-08-19,Virtual,8.2
C003163,REP015,HCP0284,12-Sep-2024,Virtual,15.2
C006827,REP031,HCP0197,09/27/2024,Virtual,13.2
C003731,REP018,HCP0209,28-May-2024,Virtual,13.0
C001910,REP009,HCP0072,2024-12-11,Phone,19.8
C005756,REP026,HCP0372,11/30/2024,Phone,14.9
C008705,REP039,HCP0206,02/03/2024,Phone,25.1
C000657,REP004,HCP0208,08/10/2024,In-Person,26.4
C006799,REP031,HCP0033,05-Oct-2024,In-Person,17.9
C008319,REP037,HCP0380,21-Mar-2024,Virtual,14.9
C000999,REP005,HCP0452,12/09/2024,In-Person,12.7
C005846,REP026,HCP0301,2024-11-19,In-Person,25.3
C002835,REP013,HCP0249,2024-06-01,Virtual,19.0
C008128,REP037,HCP0425,29-Dec-2024,In-Person,
C001238,REP006,HCP0426,23-Oct-2024,Virtual,21.9
C007974,REP036,HCP0453,07/26/2024,In-Person,7.7
C008279,REP037,HCP0380,05/11/2024,Phone,21.6
C007347,REP033,HCP0331,2024-01-27,Virtual,13.6
C005092,REP023,HCP0117,19-Jul-2024,Virtual,17.8
C002187,REP011,HCP0001,06/30/2024,In-Person,22.6
C001135,REP005,HCP0037,17-Jan-2024,Virtual,30.0
C005005,REP023,HCP0051,2024-08-06,Virtual,9.2
C001304,REP006,HCP0282,02/06/2024,Virtual,17.5
C001628,REP008,HCP0086,2024-09-27,Virtual,18.7
C006193,REP028,HCP0353,2024-09-04,In-Person,28.0
C001523,REP007,HCP0259,04/26/2024,In-Person,18.1
C008737,REP040,HCP0106,21-Jan-2024,Virtual,29.4
C000359,REP002,HCP0459,2024-05-04,Virtual,8.2
C000139,REP001,HCP0445,01/12/2024,Virtual,22.7
C000300,REP002,HCP0598,2024-12-04,Virtual,3.5
C001557,REP007,HCP0413,10-Mar-2024,Virtual,12.7
C005100,REP023,HCP0536,22-May-2024,In-Person,14.4
C000383,REP002,HCP0112,2024-11-11,In-Person,17.4
C008268,REP037,HCP0041,2024-08-30,In-Person,20.1
C005929,REP027,HCP0110,18-Mar-2024,Phone ,23.7
C004858,REP022,HCP0404,11/01/2024,Phone,27.0
C007621,REP035,HCP0050,03-Jun-2024,In-Person,23.0
C006966,REP032,HCP0154,07/27/2024,In-Person,13.5
C005624,REP026,HCP0225,07/30/2024,In-Person,16.5
C007748,REP035,HCP0455,2024-12-01,In-Person,12.6
C006623,REP030,HCP0418,2024-05-12,In-Person,23.5
C005581,REP026,HCP0370,03/27/2024,In-Person,26.7
C008211,REP037,HCP0593,09/11/2024,In-Person,15.0
C002722,REP013,HCP0049,12/24/2024,In-Person,
C001933,REP009,HCP0353,26-Sep-2024,Virtual,26.5
C005840,REP026,HCP0481,04/29/2024,In-Person,31.8
C003237,REP015,HCP0177,07-Mar-2024,In-Person,16.2
C003141,REP015,HCP0404,02/11/2024,In-Person,13.7
C004164,REP020,HCP0483,2024-06-25,In-Person,5.4
C007628,REP035,HCP0451,2024-01-23,In-Person,26.3
C003808,REP018,HCP0133,16-Mar-2024,In-Person,17.9
C008171,REP037,HCP0451,2024-12-22,Virtual,8.0
C005510,REP025,HCP0190,07-Mar-2024,In-Person,19.4
C004155,REP020,HCP0269,01-Jul-2024,Virtual,18.6
C004173,REP020,HCP0369,09-Jun-2024,Phone,14.7
C000797,REP004,HCP0056,2024-12-23,In-Person,22.7
C002417,REP011,HCP0517,03/22/2024,Virtual,14.5
C000786,REP004,HCP0027,04/21/2024,Phone,10.0
C003159,REP015,HCP0177,20-Jul-2024,Phone,26.1
C000124,REP001,HCP0441,26-Oct-2024,In-Person,21.9
C002173,REP010,HCP0316,10/04/2024,In-Person,21.5
C006932,REP032,HCP0589,2024-10-03,Virtual,20.0
C006876,REP031,HCP0086,12/25/2024,In-Person,18.0
C008274,REP037,HCP0382,05-Apr-2024,Virtual,15.7
C004341,REP020,HCP0256,2024-04-25,Phone,13.9
C000911,REP005,HCP0414,10/12/2024,Phone,
C002310,REP011,HCP0045,01-Jan-2024,Virtual,13.9
C008600,REP039,HCP0034,30-May-2024,In-Person,23.7
C003635,REP017,HCP0404,31-May-2024,In-Person,29.1
C001258,REP006,HCP0049,01-Apr-2024,In-Person,12.9
C004459,REP021,HCP0219,2024-06-29,In-Person,24.0
C001179,REP006,HCP0391,10/07/2024,In-Person,5.7
C004653,REP021,HCP0105,08-Mar-2024,In-Person,11.2
C003651,REP017,HCP0075,05-May-2024,In-Person,19.2
C000443,REP003,HCP0447,02/23/2024,In-Person,15.7
C007352,REP033,HCP0554,11-Aug-2024,  In-Person,23.4
C001400,REP007,HCP0150,09-Mar-2024,Virtual,10.8
C001458,REP007,HCP0269,08/24/2024,Phone,13.1
C005919,REP027,HCP0068,04/11/2024,Phone,24.1
C001055,REP005,HCP0288,07/04/2024,In-Person,8.3
C007607,REP035,HCP0587,2024-09-29,Virtual,21.2
C003276,REP015,HCP0282,24-Jun-2024,In-Person,24.6
C007354,REP033,HCP0526,27-May-2024,In-Person,10.9
C003700,REP018,HCP0573,18-Dec-2024,In-Person ,19.9
C003760,REP018,HCP0296,05/16/2024,Phone,19.8
C000930,REP005,HCP0575,05/17/2024,Virtual,21.0
C006801,REP031,HCP0444,10/02/2024,Virtual,8.7
C001830,REP009,HCP0258,2024-09-01,Virtual,17.6
C008107,REP037,HCP0015,17-Jun-2024,In-Person,22.1
C007611,REP035,HCP0109,10/31/2024,Virtual,18.3
C004222,REP020,HCP0416,06/25/2024,In-Person,4.7
C003547,REP017,HCP0224,12-Jan-2024,Virtual,3.0
C007711,REP035,HCP0130,12/06/2024,Virtual,24.9
C006387,REP029,HCP0549,04/10/2024,In-Person,15.7
C002012,REP010,HCP0404,12/20/2024,Virtual,14.7
C007273,REP033,HCP0359,30-Dec-2024,Phone,30.8
C006534,REP030,HCP0418,07/04/2024,In-Person,16.4
C003220,REP015,HCP0274,12/04/2024,In-Person,21.5
C002607,REP012,HCP0043,2024-12-24,In-Person,15.2
C003265,REP015,HCP0294,09/10/2024,  Virtual,11.6
C004929,REP022,HCP0154,25-Jan-2024,Virtual,27.1
C008532,REP039,HCP0556,20-Jul-2024,In-Person,13.0
C006390,REP029,HCP0131,07/02/2024,In-Person,12.1
C000007,REP001,HCP0598,07/28/2024,Virtual,21.7
C002981,REP014,HCP0260,01-Jun-2024,In-Person,
C003362,REP016,HCP0095,16-Aug-2024,Virtual,20.0
C004775,REP022,HCP0035,31-Mar-2024,  Virtual,9.1
C001944,REP009,HCP0150,02/16/2024,Phone,9.8
C006627,REP030,HCP0219,03/08/2024,In-Person,17.5
C001636,REP008,HCP0297,07/22/2024,In-Person,8.9
C008089,REP036,HCP0560,07-Mar-2024,Phone,
C007361,REP034,HCP0231,2024-09-09,Virtual,12.9
C006160,REP028,HCP0146,2024-08-29,In-Person,24.8
C002071,REP010,HCP0059,24-May-2024,In-Person,18.8
C003135,REP015,HCP0055,21-Oct-2024,In-Person,26.7
C005161,REP023,HCP0258,16-May-2024,Phone,20.0
C006113,REP028,HCP0211,03-Jun-2024,Virtual,22.1
C006590,REP030,HCP0036,12/17/2024,In-Person,15.4
C002243,REP011,HCP0077,2024-08-19,In-Person,16.1
C001475,REP007,HCP0093,03-Nov-2024,In-Person,20.1
C007489,REP034,HCP0472,07/02/2024,In-Person,18.7
C001890,REP009,HCP0515,24-Apr-2024,Virtual,16.1
C003436,REP017,HCP0404,11-Jun-2024,In-Person,24.8
C005982,REP027,HCP0470,28-Sep-2024,Phone,11.6
C006061,REP027,HCP0075,2024-06-06,In-Person,14.9
C003706,REP018,HCP0340,04/19/2024,In-Person,9.5
C002022,REP010,HCP0405,2024-07-08,Phone,8.4
C004021,REP019,HCP0595,2024-06-09,In-Person,
C007534,REP034,HCP0495,2024-10-12,Virtual,22.1
C008198,REP037,HCP0502,02/23/2024,Phone ,21.4
C007379,REP034,HCP0041,12/10/2024,Virtual,25.5
C002659,REP013,HCP0117,01/17/2024,Virtual,11.3
C001131,REP005,HCP0458,05/17/2024,In-Person,9.5
C007007,REP032,HCP0405,05/04/2024,Phone,13.9
C001820,REP009,HCP0150,2024-02-23,In-Person,
C005889,REP027,HCP0284,2024-03-07,In-Person ,26.9
C004319,REP020,HCP0292,2024-02-17,Virtual ,20.3
C008552,REP039,HCP0005,11/30/2024,Phone,15.4
C004145,REP020,HCP0401,07-Aug-2024,Virtual ,13.9
C004670,REP021,HCP0217,01/09/2024,In-Person,18.2
C001237,REP006,HCP0414,05/11/2024,Phone,21.0
C008763,REP040,HCP0405,04/13/2024,In-Person,24.8
C001857,REP009,HCP0131,2024-11-28,Virtual,16.3
C002283,REP011,HCP0039,2024-05-28,In-Person,2.0
C006518,REP030,HCP0456,2024-10-31,In-Person,11.5
C008296,REP037,HCP0151,03-Mar-2024,Virtual,22.7
C004094,REP020,HCP0127,28-Apr-2024,In-Person,20.2
C005573,REP025,HCP0069,01-Feb-2024,Virtual,11.0
C005201,REP024,HCP0248,2024-09-29,In-Person,25.1
C008134,REP037,HCP0192,02/02/2024,In-Person,16.5
C000387,REP002,HCP0573,05/01/2024,In-Person,18.9
C001629,REP008,HCP0142,19-Oct-2024,In-Person,36.1
C003586,REP017,HCP0002,09/17/2024,  In-Person,21.2
C005833,REP026,HCP0469,09/28/2024,In-Person,7.0
C002715,REP013,HCP0068,10/24/2024,In-Person,2.1
C005651,REP026,HCP0358,10/13/2024,Virtual,13.9
C006839,REP031,HCP0520,25-Jun-2024,In-Person,36.9
C008297,REP037,HCP0136,10/18/2024,In-Person,
C003190,REP015,HCP0458,2024-07-05,Virtual,30.3
C006413,REP029,HCP0392,05-Dec-2024,Phone,10.1
C004306,REP020,HCP0078,08/26/2024,Phone,29.9
C000910,REP005,HCP0133,20-Dec-2024,In-Person,22.5
C005386,REP025,HCP0177,06/27/2024,In-Person,14.2
C007249,REP033,HCP0326,19-Apr-2024,In-Person,15.8
C001867,REP009,HCP0372,2024-07-25,  Phone,8.8
C001843,REP009,HCP0367,2024-12-14,Virtual,16.7
C002498,REP012,HCP0074,01/15/2024,Virtual,9.6
C007834,REP035,HCP0156,2024-10-18,In-Person,6.4
C006224,REP028,HCP0182,2024-03-29,In-Person,14.2
C008146,REP037,HCP0071,04-Jul-2024,Virtual,16.9
C005055,REP023,HCP0154,2024-11-29,In-Person,24.0
C004007,REP019,HCP0424,2024-11-21,In-Person,22.4
C002703,REP013,HCP0106,10-Feb-2024,  In-Person,19.6
C007867,REP036,HCP0065,2024-08-05,  Virtual,10.1
C000332,REP002,HCP0535,04/24/2024,In-Person,9.5
C005629,REP026,HCP0145,19-Mar-2024,Virtual,26.4
C007752,REP035,HCP0397,2024-03-08,Phone ,10.0
C006417,REP029,HCP0102,05/07/2024,In-Person,15.6
C007063,REP032,HCP0421,15-Jun-2024,In-Person,16.5
C002460,REP012,HCP0557,2024-09-04,Phone,26.9
C001775,REP009,HCP0033,30-May-2024,In-Person,5.4
C005983,REP027,HCP0208,2024-05-27,In-Person,20.1
C006286,REP029,HCP0145,16-Nov-2024,Phone,15.6
C002687,REP013,HCP0290,15-Jan-2024,In-Person,19.1
C008067,REP036,HCP0003,06/24/2024,In-Person,16.5
C007777,REP035,HCP0176,24-Sep-2024,In-Person,17.4
C006697,REP030,HCP0433,2024-09-18,Virtual,21.2
C007051,REP032,HCP0139,22-Oct-2024,Virtual,16.9
C007381,REP034,HCP0377,29-Feb-2024,In-Person,37.0
C007324,REP033,HCP0066,05/08/2024,Phone,14.2
C006850,REP031,HCP0519,2024-09-10,In-Person,23.4
C008815,REP040,HCP0056,2024-02-17,In-Person,7.0
C000174,REP001,HCP0489,10/09/2024,Virtual,18.8
C006539,REP030,HCP0023,2024-01-06,Virtual,22.7
C004616,REP021,HCP0475,01-Mar-2024,Virtual,11.8
C003322,REP016,HCP0379,2024-12-03,In-Person,13.9
C005574,REP025,HCP0232,17-Aug-2024,In-Person,11.3
C003373,REP016,HCP0431,25-Apr-2024,In-Person,28.5
C003312,REP016,HCP0550,09/27/2024,Virtual,8.2
C005747,REP026,HCP0597,06-Jun-2024,In-Person,27.1
C005975,REP027,HCP0030,04/13/2024,In-Person,2.5
C007507,REP034,HCP0315,2024-01-11,In-Person,18.8
C006415,REP029,HCP0318,2024-07-29,Virtual,18.9
C004680,REP021,HCP0264,11/13/2024,Phone,11.0
C003404,REP016,HCP0133,2024-04-17,Virtual ,18.0
C000019,REP001,HCP0081,10/23/2024,Virtual,7.0
C003692,REP017,HCP0106,2024-02-18,  In-Person,11.6
C007243,REP033,HCP0425,11/06/2024,Phone,26.1
C004097,REP020,HCP0272,08-Jul-2024,Phone,35.1
C003629,REP017,HCP0165,01/30/2024,In-Person,22.4
C007580,REP034,HCP0457,2024-09-06,In-Person,12.2
C002175,REP010,HCP0098,08/12/2024,Virtual,40.4
C001357,REP007,HCP0292,10/31/2024,In-Person,25.0
C005003,REP023,HCP0534,12-Apr-2024,In-Person,21.9
C005818,REP026,HCP0444,2024-10-12,In-Person,25.7
C008461,REP038,HCP0583,05/20/2024,In-Person,5.0
C003113,REP014,HCP0593,05/07/2024,Virtual,22.5
C000183,REP001,HCP0376,08/30/2024,In-Person,20.6
C007482,REP034,HCP0341,08/31/2024,In-Person,22.3
C007573,REP034,HCP0005,23-May-2024,In-Person,26.9
C001813,REP009,HCP0471,02/19/2024,In-Person,
C006202,REP028,HCP0131,08/16/2024,In-Person,12.6
C006849,REP031,HCP0353,01/13/2024,In-Person,
C004913,REP022,HCP0393,2024-03-03,Phone,16.9
C007041,REP032,HCP0290,12-Sep-2024,Virtual,
C001801,REP009,HCP0329,2024-03-06,Phone ,20.7
C002430,REP011,HCP0299,09/13/2024,In-Person,18.4
C007397,REP034,HCP0543,11/14/2024,Virtual,14.2
