month,sp500_nominal,sp500_real,cape,vix,gold_price,rate_10y,sp_return_m,real_return_m,volatility_12m,drawdown,year,decade
1912-10-01,9.84,307.38,13.91,,18.93,4.34,-0.002,-0.002,0.0554,-0.1428,1912,1910s
1912-11-01,9.73,303.94,13.75,,18.93,4.38,-0.0112,-0.0112,0.0485,-0.1524,1912,1910s
1912-12-01,9.38,295.88,13.39,,18.93,4.41,-0.036,-0.0265,0.0642,-0.1748,1912,1910s
1913-01-01,9.3,290.51,13.15,,18.92,4.45,-0.0085,-0.0181,0.0651,-0.1898,1913,1910s
1913-02-01,8.97,280.2,12.68,,18.92,4.43,-0.0355,-0.0355,0.0746,-0.2186,1913,1910s
1913-03-01,8.8,274.89,12.44,,18.92,4.4,-0.019,-0.019,0.0693,-0.2334,1913,1910s
1913-04-01,8.79,274.58,12.43,,18.92,4.38,-0.0011,-0.0011,0.0578,-0.2342,1913,1910s
1913-05-01,8.55,269.83,12.22,,18.92,4.35,-0.0273,-0.0173,0.0607,-0.2475,1913,1910s
1913-06-01,8.12,253.65,11.49,,18.92,4.33,-0.0503,-0.06,0.0721,-0.2926,1913,1910s
1913-07-01,8.23,254.49,11.53,,18.92,4.3,0.0135,0.0033,0.0758,-0.2903,1913,1910s
1913-08-01,8.45,261.29,11.85,,18.92,4.28,0.0267,0.0267,0.0778,-0.2713,1913,1910s
1913-09-01,8.53,261.13,11.84,,18.92,4.26,0.0095,-0.0006,0.079,-0.2717,1913,1910s
1913-10-01,8.26,252.86,11.47,,18.92,4.23,-0.0317,-0.0317,0.0805,-0.2948,1913,1910s
1913-11-01,8.05,243.99,11.07,,18.92,4.21,-0.0254,-0.0351,0.0812,-0.3195,1913,1910s
1913-12-01,8.04,246.13,11.17,,18.92,4.18,-0.0012,0.0088,0.079,-0.3136,1913,1910s
1914-01-01,8.37,256.23,11.64,,18.99,4.16,0.041,0.041,0.0956,-0.2854,1914,1910s
1914-02-01,8.48,262.22,11.91,,18.99,4.17,0.0131,0.0234,0.0929,-0.2687,1914,1910s
1914-03-01,8.32,257.27,11.69,,18.99,4.17,-0.0189,-0.0189,0.0928,-0.2825,1914,1910s
1914-04-01,8.12,253.65,11.52,,18.99,4.18,-0.024,-0.0141,0.0948,-0.2926,1914,1910s
1914-05-01,8.17,252.63,11.48,,18.99,4.19,0.0062,-0.004,0.0926,-0.2955,1914,1910s
1914-06-01,8.13,251.4,11.43,,18.99,4.19,-0.0049,-0.0049,0.0774,-0.2989,1914,1910s
1914-07-01,7.68,235.11,10.69,,18.99,4.2,-0.0554,-0.0648,0.0935,-0.3443,1914,1910s
1914-08-01,7.68,230.5,10.49,,18.99,4.21,0.0,-0.0196,0.0871,-0.3572,1914,1910s
1914-09-01,7.68,230.5,10.5,,18.99,4.21,0.0,0.0,0.0856,-0.3572,1914,1910s
1914-10-01,7.68,232.78,10.61,,18.99,4.22,0.0,0.0099,0.082,-0.3508,1914,1910s
1914-11-01,7.68,230.5,10.52,,18.99,4.23,0.0,-0.0098,0.0792,-0.3572,1914,1910s
1914-12-01,7.35,222.78,10.17,,18.99,4.23,-0.043,-0.0335,0.0883,-0.3787,1914,1910s
1915-01-01,7.48,226.72,10.36,,18.99,4.24,0.0177,0.0177,0.0767,-0.3677,1915,1910s
1915-02-01,7.38,225.92,10.33,,18.99,4.22,-0.0134,-0.0035,0.0728,-0.3699,1915,1910s
1915-03-01,7.57,234.08,10.71,,18.99,4.21,0.0257,0.0361,0.081,-0.3472,1915,1910s
1915-04-01,8.14,249.19,11.4,,18.99,4.19,0.0753,0.0646,0.1134,-0.305,1915,1910s
1915-05-01,7.95,240.96,11.03,,18.99,4.18,-0.0233,-0.033,0.1157,-0.328,1915,1910s
1915-06-01,8.04,243.69,11.15,,18.99,4.16,0.0113,0.0113,0.1163,-0.3204,1915,1910s
1915-07-01,8.01,242.78,11.11,,18.99,4.14,-0.0037,-0.0037,0.1001,-0.3229,1915,1910s
1915-08-01,8.35,253.09,11.58,,18.99,4.13,0.0424,0.0425,0.107,-0.2942,1915,1910s
1915-09-01,8.66,262.48,12.01,,18.99,4.11,0.0371,0.0371,0.1106,-0.268,1915,1910s
1915-10-01,9.14,274.31,12.55,,18.99,4.1,0.0554,0.0451,0.1184,-0.235,1915,1910s
1915-11-01,9.46,281.16,12.86,,18.99,4.08,0.035,0.025,0.1187,-0.2159,1915,1910s
1915-12-01,9.48,281.76,12.88,,18.99,4.07,0.0021,0.0021,0.1006,-0.2142,1915,1910s
1916-01-01,9.33,274.63,12.54,,18.99,4.05,-0.0158,-0.0253,0.1075,-0.2341,1916,1910s
1916-02-01,9.2,270.81,12.35,,18.99,4.06,-0.0139,-0.0139,0.1077,-0.2447,1916,1910s
1916-03-01,9.17,267.35,12.18,,18.99,4.08,-0.0033,-0.0128,0.1096,-0.2544,1916,1910s
1916-04-01,9.07,261.94,11.91,,18.99,4.09,-0.0109,-0.0202,0.0916,-0.2695,1916,1910s
1916-05-01,9.27,265.22,12.03,,18.99,4.11,0.0221,0.0125,0.0849,-0.2603,1916,1910s
1916-06-01,9.36,265.31,12.0,,18.99,4.12,0.0097,0.0003,0.085,-0.2601,1916,1910s
1916-07-01,9.23,261.63,11.79,,18.99,4.14,-0.0139,-0.0139,0.0877,-0.2704,1916,1910s
1916-08-01,9.3,261.19,11.73,,18.99,4.16,0.0076,-0.0017,0.0813,-0.2716,1916,1910s
1916-09-01,9.68,266.97,11.94,,18.99,4.17,0.0409,0.0221,0.0827,-0.2555,1916,1910s
1916-10-01,9.98,270.37,12.05,,18.99,4.19,0.031,0.0127,0.0707,-0.246,1916,1910s
1916-11-01,10.21,271.79,12.05,,18.99,4.2,0.023,0.0053,0.0665,-0.242,1916,1910s
1916-12-01,9.8,258.62,11.41,,18.99,4.21,-0.0402,-0.0485,0.0814,-0.2787,1916,1910s
1917-01-01,9.57,250.4,10.99,,18.99,4.23,-0.0235,-0.0318,0.0836,-0.3017,1917,1910s
1917-02-01,9.03,230.36,10.06,,18.99,4.26,-0.0564,-0.08,0.1015,-0.3576,1917,1910s
1917-03-01,9.31,237.5,10.33,,18.99,4.29,0.031,0.031,0.1064,-0.3376,1917,1910s
1917-04-01,9.17,222.79,9.64,,18.99,4.32,-0.015,-0.0619,0.1071,-0.3787,1917,1910s
1917-05-01,8.86,211.9,9.14,,18.99,4.34,-0.0338,-0.0489,0.1098,-0.409,1917,1910s
1917-06-01,9.04,212.88,9.15,,18.99,4.37,0.0203,0.0046,0.1117,-0.4063,1917,1910s
1917-07-01,8.79,210.22,9.0,,18.99,4.4,-0.0277,-0.0125,0.114,-0.4137,1917,1910s
1917-08-01,8.53,200.87,8.57,,18.99,4.43,-0.0296,-0.0445,0.1161,-0.4398,1917,1910s
1917-09-01,8.12,186.9,7.95,,18.99,4.46,-0.0481,-0.0695,0.1103,-0.4788,1917,1910s
1917-10-01,7.68,174.15,7.39,,18.99,4.49,-0.0542,-0.0682,0.1051,-0.5143,1917,1910s
1917-11-01,7.04,159.64,6.75,,18.99,4.51,-0.0833,-0.0833,0.11,-0.5548,1917,1910s
1917-12-01,6.8,151.95,6.41,,18.99,4.54,-0.0341,-0.0482,0.1096,-0.5762,1917,1910s
1918-01-01,7.21,157.66,6.64,,18.99,4.57,0.0603,0.0376,0.1419,-0.5603,1918,1910s
1918-02-01,7.43,161.31,6.78,,18.99,4.56,0.0305,0.0232,0.1458,-0.5501,1918,1910s
1918-03-01,7.28,159.19,6.69,,18.99,4.56,-0.0202,-0.0131,0.1368,-0.556,1918,1910s
1918-04-01,7.21,155.44,6.52,,18.99,4.55,-0.0096,-0.0236,0.1371,-0.5665,1918,1910s
1918-05-01,7.44,157.08,6.58,,18.99,4.55,0.0319,0.0106,0.1449,-0.5619,1918,1910s
1918-06-01,7.45,155.15,6.5,,18.99,4.54,0.0013,-0.0123,0.1413,-0.5673,1918,1910s
1918-07-01,7.51,152.25,6.37,,18.99,4.54,0.0081,-0.0187,0.1424,-0.5754,1918,1910s
1918-08-01,7.58,150.68,6.3,,18.99,4.53,0.0093,-0.0103,0.1425,-0.5798,1918,1910s
1918-09-01,7.54,147.02,6.15,,18.99,4.52,-0.0053,-0.0243,0.136,-0.59,1918,1910s
1918-10-01,7.86,150.39,6.29,,18.99,4.52,0.0424,0.0229,0.1325,-0.5806,1918,1910s
1918-11-01,8.06,151.37,6.33,,18.99,4.51,0.0254,0.0065,0.0948,-0.5779,1918,1910s
1918-12-01,7.9,146.57,6.13,,18.99,4.51,-0.0199,-0.0317,0.0881,-0.5912,1918,1910s
1919-01-01,7.85,145.64,6.1,,19.95,4.5,-0.0063,-0.0063,0.0729,-0.5938,1919,1910s
1919-02-01,7.88,148.91,6.24,,19.95,4.54,0.0038,0.0225,0.0684,-0.5847,1919,1910s
1919-03-01,8.12,151.57,6.36,,19.95,4.58,0.0305,0.0179,0.0667,-0.5773,1919,1910s
1919-04-01,8.39,153.8,6.46,,19.95,4.62,0.0333,0.0147,0.0672,-0.5711,1919,1910s
1919-05-01,8.97,162.48,6.83,,19.95,4.66,0.0691,0.0564,0.0863,-0.5469,1919,1910s
1919-06-01,9.21,166.83,7.02,,19.95,4.7,0.0268,0.0268,0.0853,-0.5347,1919,1910s
1919-07-01,9.51,167.31,7.05,,19.95,4.73,0.0326,0.0029,0.0857,-0.5334,1919,1910s
1919-08-01,8.87,153.41,6.48,,19.95,4.77,-0.0673,-0.0831,0.1226,-0.5722,1919,1910s
1919-09-01,9.01,154.96,6.56,,19.95,4.81,0.0158,0.0101,0.1208,-0.5678,1919,1910s
1919-10-01,9.47,160.17,6.79,,19.95,4.85,0.0511,0.0336,0.1232,-0.5533,1919,1910s
1919-11-01,9.19,152.07,6.47,,19.95,4.89,-0.0296,-0.0506,0.1307,-0.5759,1919,1910s
1919-12-01,8.92,144.48,6.16,,19.95,4.93,-0.0294,-0.0499,0.1336,-0.5971,1919,1910s
1920-01-01,8.83,140.06,5.99,,20.68,4.97,-0.0101,-0.0306,0.1341,-0.6094,1920,1920s
1920-02-01,8.1,127.16,5.46,,20.68,4.98,-0.0827,-0.0921,0.1635,-0.6454,1920,1920s
1920-03-01,8.67,134.73,5.8,,20.68,4.99,0.0704,0.0595,0.1752,-0.6243,1920,1920s
1920-04-01,8.6,129.69,5.6,,20.68,5.0,-0.0081,-0.0374,0.1732,-0.6383,1920,1920s
1920-05-01,8.06,119.78,5.19,,20.68,5.01,-0.0628,-0.0764,0.1686,-0.666,1920,1920s
1920-06-01,7.92,116.01,5.04,,20.68,5.02,-0.0174,-0.0315,0.1645,-0.6765,1920,1920s
1920-07-01,7.91,116.42,5.08,,20.68,5.03,-0.0013,0.0035,0.158,-0.6753,1920,1920s
1920-08-01,7.6,114.61,5.02,,20.68,5.04,-0.0392,-0.0155,0.15,-0.6804,1920,1920s
1920-09-01,7.87,120.46,5.3,,20.68,5.05,0.0355,0.051,0.1552,-0.6641,1920,1920s
1920-10-01,7.88,121.22,5.35,,20.68,5.06,0.0013,0.0063,0.141,-0.6619,1920,1920s
1920-11-01,7.48,115.65,5.13,,20.68,5.07,-0.0508,-0.0459,0.1451,-0.6775,1920,1920s
1920-12-01,6.81,107.46,4.78,,20.68,5.08,-0.0896,-0.0708,0.1625,-0.7003,1920,1920s
1921-01-01,7.11,114.56,5.12,,20.58,5.09,0.0441,0.0661,0.1751,-0.6805,1921,1920s
1921-02-01,7.06,117.46,5.27,,20.58,5.02,-0.007,0.0253,0.1596,-0.6724,1921,1920s
1921-03-01,6.88,115.09,5.19,,20.58,4.96,-0.0255,-0.0202,0.1333,-0.679,1921,1920s
1921-04-01,6.91,116.87,5.3,,20.58,4.89,0.0044,0.0155,0.1349,-0.6741,1921,1920s
1921-05-01,7.12,123.14,5.61,,20.58,4.83,0.0304,0.0536,0.1329,-0.6566,1921,1920s
1921-06-01,6.55,113.93,5.22,,20.58,4.76,-0.0801,-0.0748,0.1505,-0.6823,1921,1920s
1921-07-01,6.53,112.94,5.2,,20.58,4.7,-0.0031,-0.0087,0.1503,-0.685,1921,1920s
1921-08-01,6.45,111.55,5.16,,20.58,4.63,-0.0123,-0.0123,0.148,-0.6889,1921,1920s
1921-09-01,6.61,115.63,5.38,,20.58,4.56,0.0248,0.0366,0.1445,-0.6775,1921,1920s
1921-10-01,6.7,117.2,5.48,,20.58,4.5,0.0136,0.0136,0.1464,-0.6731,1921,1920s
1921-11-01,7.06,124.21,5.84,,20.58,4.43,0.0537,0.0598,0.1538,-0.6536,1921,1920s
1921-12-01,7.31,129.35,6.11,,20.58,4.37,0.0354,0.0414,0.1261,-0.6393,1921,1920s
1922-01-01,7.3,132.23,6.29,,20.66,4.3,-0.0014,0.0223,0.1194,-0.6312,1922,1920s
1922-02-01,7.46,135.13,6.46,,20.66,4.3,0.0219,0.0219,0.1203,-0.6231,1922,1920s
1922-03-01,7.74,141.88,6.82,,20.66,4.31,0.0375,0.05,0.1193,-0.6043,1922,1920s
1922-04-01,8.21,150.5,7.27,,20.66,4.31,0.0607,0.0608,0.1291,-0.5803,1922,1920s
1922-05-01,8.53,156.36,7.59,,20.66,4.32,0.039,0.0389,0.1305,-0.5639,1922,1920s
1922-06-01,8.45,154.9,7.56,,20.66,4.33,-0.0094,-0.0093,0.085,-0.568,1922,1920s
1922-07-01,8.51,155.07,7.6,,20.66,4.33,0.0071,0.0011,0.0823,-0.5675,1922,1920s
1922-08-01,8.83,162.84,8.02,,20.66,4.33,0.0376,0.0501,0.074,-0.5459,1922,1920s
1922-09-01,9.06,167.08,8.27,,20.66,4.34,0.026,0.026,0.074,-0.534,1922,1920s
1922-10-01,9.26,169.74,8.43,,20.66,4.34,0.0221,0.0159,0.0728,-0.5266,1922,1920s
1922-11-01,8.8,160.35,8.0,,20.66,4.35,-0.0497,-0.0553,0.1004,-0.5528,1922,1920s
1922-12-01,8.78,159.04,7.96,,20.66,4.35,-0.0023,-0.0082,0.1007,-0.5565,1922,1920s
1923-01-01,8.9,162.17,8.15,,21.32,4.36,0.0137,0.0197,0.0991,-0.5477,1923,1920s
1923-02-01,9.28,169.1,8.53,,21.32,4.33,0.0427,0.0427,0.1023,-0.5284,1923,1920s
1923-03-01,9.43,171.83,8.7,,21.32,4.31,0.0162,0.0161,0.1002,-0.5208,1923,1920s
1923-04-01,9.1,164.84,8.37,,21.32,4.29,-0.035,-0.0407,0.1004,-0.5403,1923,1920s
1923-05-01,8.67,157.05,8.0,,21.32,4.26,-0.0473,-0.0473,0.1089,-0.562,1923,1920s
1923-06-01,8.34,150.18,7.67,,21.32,4.23,-0.0381,-0.0437,0.1157,-0.5812,1923,1920s
1923-07-01,8.06,143.45,7.35,,21.32,4.21,-0.0336,-0.0448,0.1199,-0.5999,1923,1920s
1923-08-01,8.1,145.01,7.44,,21.32,4.18,0.005,0.0109,0.1117,-0.5956,1923,1920s
1923-09-01,8.15,145.05,7.46,,21.32,4.16,0.0062,0.0003,0.107,-0.5955,1923,1920s
1923-10-01,8.03,142.09,7.32,,21.32,4.13,-0.0147,-0.0204,0.1018,-0.6037,1923,1920s
1923-11-01,8.27,146.34,7.55,,21.32,4.11,0.0299,0.0299,0.1002,-0.5919,1923,1920s
1923-12-01,8.55,151.29,7.81,,21.32,4.08,0.0339,0.0338,0.1075,-0.5781,1923,1920s
1924-01-01,8.83,156.25,8.07,,20.69,4.06,0.0327,0.0328,0.112,-0.5642,1924,1920s
1924-02-01,8.87,157.87,8.16,,20.69,4.04,0.0045,0.0104,0.1022,-0.5597,1924,1920s
1924-03-01,8.7,155.75,8.06,,20.69,4.03,-0.0192,-0.0134,0.1009,-0.5656,1924,1920s
1924-04-01,8.5,153.06,7.92,,20.69,4.01,-0.023,-0.0173,0.0979,-0.5731,1924,1920s
1924-05-01,8.47,152.52,7.9,,20.69,3.99,-0.0035,-0.0035,0.0865,-0.5746,1924,1920s
1924-06-01,8.63,155.4,8.05,,20.69,3.98,0.0189,0.0189,0.0788,-0.5666,1924,1920s
1924-07-01,9.03,161.66,8.38,,20.69,3.96,0.0463,0.0403,0.0788,-0.5492,1924,1920s
1924-08-01,9.34,168.19,8.72,,20.69,3.94,0.0343,0.0404,0.0822,-0.5309,1924,1920s
1924-09-01,9.25,165.6,8.58,,20.69,3.93,-0.0096,-0.0154,0.0849,-0.5382,1924,1920s
1924-10-01,9.13,162.5,8.42,,20.69,3.91,-0.013,-0.0187,0.0844,-0.5468,1924,1920s
1924-11-01,9.64,171.57,8.89,,20.69,3.89,0.0559,0.0558,0.0941,-0.5215,1924,1920s
1924-12-01,10.16,179.78,9.31,,20.69,3.88,0.0539,0.0479,0.1009,-0.4986,1924,1920s
1925-01-01,10.58,187.22,9.69,,20.64,3.86,0.0413,0.0414,0.1029,-0.4779,1925,1920s
1925-02-01,10.67,189.91,9.83,,20.64,3.85,0.0085,0.0144,0.1025,-0.4704,1925,1920s
1925-03-01,10.39,183.85,9.52,,20.64,3.83,-0.0262,-0.0319,0.1053,-0.4873,1925,1920s
1925-04-01,10.28,182.96,9.48,,20.64,3.81,-0.0106,-0.0048,0.101,-0.4898,1925,1920s
1925-05-01,10.61,187.75,9.73,,20.64,3.8,0.0321,0.0262,0.0997,-0.4764,1925,1920s
1925-06-01,10.8,188.92,9.8,,20.64,3.79,0.0179,0.0062,0.0997,-0.4731,1925,1920s
1925-07-01,11.1,191.98,9.96,,20.64,3.77,0.0278,0.0162,0.0958,-0.4646,1925,1920s
1925-08-01,11.25,194.57,10.11,,20.64,3.76,0.0135,0.0135,0.0941,-0.4574,1925,1920s
1925-09-01,11.51,199.07,10.36,,20.64,3.74,0.0231,0.0231,0.09,-0.4448,1925,1920s
1925-10-01,11.89,205.64,10.72,,20.64,3.73,0.033,0.033,0.0839,-0.4265,1925,1920s
1925-11-01,12.26,208.51,10.89,,20.64,3.71,0.0311,0.014,0.0765,-0.4185,1925,1920s
1925-12-01,12.46,213.09,11.15,,20.64,3.7,0.0163,0.022,0.0672,-0.4057,1925,1920s
1926-01-01,12.65,216.34,11.34,,20.63,3.68,0.0152,0.0153,0.0619,-0.3967,1926,1920s
1926-02-01,12.67,216.68,11.39,,20.63,3.65,0.0016,0.0016,0.0631,-0.3957,1926,1920s
1926-03-01,11.81,203.11,10.71,,20.63,3.62,-0.0679,-0.0626,0.0971,-0.4336,1926,1920s
1926-04-01,11.48,196.33,10.4,,20.63,3.6,-0.0279,-0.0334,0.1027,-0.4525,1926,1920s
1926-05-01,11.56,198.81,10.58,,20.63,3.57,0.007,0.0126,0.0997,-0.4455,1926,1920s
1926-06-01,12.11,209.45,11.2,,20.63,3.54,0.0476,0.0535,0.1072,-0.4159,1926,1920s
1926-07-01,12.62,220.76,11.87,,20.63,3.51,0.0421,0.054,0.1107,-0.3843,1926,1920s
1926-08-01,13.12,230.83,12.49,,20.63,3.48,0.0396,0.0456,0.1143,-0.3562,1926,1920s
1926-09-01,13.32,233.01,12.69,,20.63,3.45,0.0152,0.0094,0.1139,-0.3502,1926,1920s
1926-10-01,13.02,226.46,12.43,,20.63,3.42,-0.0225,-0.0281,0.1166,-0.3684,1926,1920s
1926-11-01,13.19,228.13,12.62,,20.63,3.4,0.0131,0.0074,0.1141,-0.3638,1926,1920s
1926-12-01,13.49,233.31,13.01,,20.63,3.37,0.0227,0.0227,0.1149,-0.3493,1926,1920s
1927-01-01,13.4,234.41,13.19,,20.64,3.34,-0.0067,0.0047,0.1153,-0.3463,1927,1920s
1927-02-01,13.66,240.33,13.63,,20.64,3.34,0.0194,0.0253,0.116,-0.3298,1927,1920s
1927-03-01,13.87,245.43,14.03,,20.64,3.34,0.0154,0.0212,0.0826,-0.3155,1927,1920s
1927-04-01,14.21,251.45,14.49,,20.64,3.34,0.0245,0.0245,0.0693,-0.2987,1927,1920s
1927-05-01,14.7,258.62,15.0,,20.64,3.34,0.0345,0.0285,0.0699,-0.2787,1927,1920s
1927-06-01,14.89,258.99,15.12,,20.64,3.34,0.0129,0.0014,0.0635,-0.2777,1927,1920s
1927-07-01,15.22,269.32,15.82,,20.64,3.33,0.0222,0.0399,0.058,-0.2489,1927,1920s
1927-08-01,16.03,285.3,16.86,,20.64,3.33,0.0532,0.0593,0.0652,-0.2043,1927,1920s
1927-09-01,16.94,299.76,17.82,,20.64,3.33,0.0568,0.0507,0.0763,-0.164,1927,1920s
1927-10-01,16.68,293.46,17.54,,20.64,3.33,-0.0153,-0.021,0.0721,-0.1816,1927,1920s
1927-11-01,17.06,301.88,18.13,,20.64,3.33,0.0228,0.0287,0.0716,-0.1581,1927,1920s
1927-12-01,17.46,308.96,18.65,,20.64,3.33,0.0234,0.0235,0.0716,-0.1384,1927,1920s
1928-01-01,17.53,310.2,18.81,,20.66,3.33,0.004,0.004,0.0676,-0.1349,1928,1920s
1928-02-01,17.32,310.07,18.87,,20.66,3.35,-0.012,-0.0004,0.0761,-0.1353,1928,1920s
1928-03-01,18.25,326.72,19.94,,20.66,3.38,0.0537,0.0537,0.0828,-0.0888,1928,1920s
1928-04-01,19.4,347.3,21.26,,20.66,3.4,0.063,0.063,0.0918,-0.0314,1928,1920s
1928-05-01,20.0,355.96,21.83,,20.66,3.42,0.0309,0.0249,0.0916,-0.0073,1928,1920s
1928-06-01,19.02,340.5,20.91,,20.66,3.44,-0.049,-0.0434,0.1184,-0.0504,1928,1920s
1928-07-01,19.16,343.01,21.08,,20.66,3.46,0.0074,0.0074,0.1192,-0.0434,1928,1920s
1928-08-01,19.78,354.11,21.76,,20.66,3.49,0.0324,0.0324,0.1146,-0.0124,1928,1920s
1928-09-01,21.17,374.61,23.0,,20.66,3.51,0.0703,0.0579,0.1202,0.0,1928,1920s
1928-10-01,21.6,384.44,23.58,,20.66,3.53,0.0203,0.0262,0.1141,0.0,1928,1920s
1928-11-01,23.06,410.42,25.12,,20.66,3.56,0.0676,0.0676,0.1228,0.0,1928,1920s
1928-12-01,23.15,414.44,25.3,,20.66,3.58,0.0039,0.0098,0.1248,0.0,1928,1920s
1929-01-01,24.86,445.05,27.08,,20.63,3.6,0.0739,0.0739,0.1317,0.0,1929,1920s
1929-02-01,24.99,447.38,27.13,,20.63,3.57,0.0052,0.0052,0.1268,0.0,1929,1920s
1929-03-01,25.43,457.93,27.68,,20.63,3.55,0.0176,0.0236,0.125,0.0,1929,1920s
1929-04-01,25.28,457.92,27.57,,20.63,3.52,-0.0059,-0.0,0.1233,-0.0,1929,1920s
1929-05-01,25.66,462.07,27.7,,20.63,3.5,0.015,0.0091,0.1232,0.0,1929,1920s
1929-06-01,26.15,468.14,27.94,,20.63,3.47,0.0191,0.0131,0.0966,0.0,1929,1920s
1929-07-01,28.48,503.96,29.93,,20.63,3.45,0.0891,0.0765,0.1117,0.0,1929,1920s
1929-08-01,30.1,532.63,31.48,,20.63,3.42,0.0569,0.0569,0.114,0.0,1929,1920s
1929-09-01,31.3,553.86,32.56,,20.63,3.39,0.0399,0.0399,0.1079,0.0,1929,1920s
1929-10-01,27.99,495.29,28.96,,20.63,3.37,-0.1058,-0.1057,0.1766,-0.1057,1929,1920s
1929-11-01,20.58,364.17,21.17,,20.63,3.34,-0.2647,-0.2647,0.3306,-0.3425,1929,1920s
1929-12-01,21.4,380.88,22.01,,20.63,3.32,0.0398,0.0459,0.3336,-0.3123,1929,1920s
1930-01-01,21.71,388.66,22.31,,20.65,3.29,0.0145,0.0204,0.3241,-0.2983,1930,1930s
1930-02-01,23.07,415.43,23.7,,20.65,3.29,0.0626,0.0689,0.3314,-0.2499,1930,1930s
1930-03-01,23.94,433.65,24.59,,20.65,3.3,0.0377,0.0439,0.3333,-0.217,1930,1930s
1930-04-01,25.46,458.47,25.84,,20.65,3.3,0.0635,0.0572,0.3391,-0.1722,1930,1930s
1930-05-01,23.94,433.65,24.31,,20.65,3.31,-0.0597,-0.0541,0.345,-0.217,1930,1930s
1930-06-01,21.52,392.13,21.87,,20.65,3.31,-0.1011,-0.0957,0.3582,-0.292,1930,1930s
1930-07-01,21.06,388.38,21.55,,20.65,3.32,-0.0214,-0.0096,0.3413,-0.2988,1930,1930s
1930-08-01,20.79,385.72,21.3,,20.65,3.32,-0.0128,-0.0068,0.3312,-0.3036,1930,1930s
1930-09-01,20.78,383.21,21.07,,20.65,3.32,-0.0005,-0.0065,0.3249,-0.3081,1930,1930s
1930-10-01,17.92,332.47,18.21,,20.65,3.33,-0.1376,-0.1324,0.3345,-0.3997,1930,1930s
1930-11-01,16.62,310.23,16.94,,20.65,3.33,-0.0725,-0.0669,0.2261,-0.4399,1930,1930s
1930-12-01,15.51,294.91,16.06,,20.65,3.34,-0.0668,-0.0494,0.2227,-0.4675,1930,1930s
1931-01-01,15.98,307.67,16.71,,17.06,3.34,0.0303,0.0433,0.2262,-0.4445,1931,1930s
1931-02-01,17.2,335.38,18.16,,17.06,3.37,0.0763,0.0901,0.2322,-0.3945,1931,1930s
1931-03-01,17.53,344.0,18.58,,17.06,3.4,0.0192,0.0257,0.2277,-0.3789,1931,1930s
1931-04-01,15.86,313.24,16.87,,17.06,3.42,-0.0953,-0.0894,0.2166,-0.4344,1931,1930s
1931-05-01,14.33,286.72,15.4,,17.06,3.45,-0.0965,-0.0847,0.2238,-0.4823,1931,1930s
1931-06-01,13.87,281.19,15.06,,17.06,3.48,-0.0321,-0.0193,0.2136,-0.4923,1931,1930s
1931-07-01,14.33,290.52,15.52,,17.06,3.51,0.0332,0.0332,0.2239,-0.4755,1931,1930s
1931-08-01,13.9,281.8,15.01,,17.06,3.54,-0.03,-0.03,0.2231,-0.4912,1931,1930s
1931-09-01,11.83,241.43,12.82,,17.06,3.57,-0.1489,-0.1433,0.2489,-0.5641,1931,1930s
1931-10-01,10.25,210.59,11.15,,17.06,3.6,-0.1336,-0.1277,0.2472,-0.6198,1931,1930s
1931-11-01,10.39,216.37,11.42,,17.06,3.62,0.0137,0.0274,0.251,-0.6093,1931,1930s
1931-12-01,8.44,176.97,9.31,,17.06,3.65,-0.1877,-0.1821,0.2929,-0.6805,1931,1930s
1932-01-01,8.3,177.68,9.31,,20.69,3.68,-0.0166,0.004,0.2831,-0.6792,1932,1930s
1932-02-01,8.23,178.68,9.34,,20.69,3.65,-0.0084,0.0056,0.253,-0.6774,1932,1930s
1932-03-01,8.26,180.62,9.41,,20.69,3.62,0.0036,0.0109,0.2483,-0.6739,1932,1930s
1932-04-01,6.28,138.31,7.19,,20.69,3.59,-0.2397,-0.2342,0.3069,-0.7503,1932,1930s
1932-05-01,5.51,123.12,6.39,,20.69,3.56,-0.1226,-0.1098,0.3105,-0.7777,1932,1930s
1932-06-01,4.77,107.37,5.57,,20.69,3.53,-0.1343,-0.1279,0.3128,-0.8061,1932,1930s
1932-07-01,5.01,112.77,5.84,,20.69,3.5,0.0503,0.0503,0.32,-0.7964,1932,1930s
1932-08-01,7.53,170.75,8.83,,20.69,3.46,0.503,0.5141,0.6664,-0.6917,1932,1930s
1932-09-01,8.26,188.7,9.76,,20.69,3.43,0.0969,0.1051,0.6659,-0.6593,1932,1930s
1932-10-01,7.12,163.88,8.48,,20.69,3.4,-0.138,-0.1315,0.6668,-0.7041,1932,1930s
1932-11-01,7.05,163.5,8.46,,20.69,3.37,-0.0098,-0.0023,0.6661,-0.7048,1932,1930s
1932-12-01,6.82,159.37,8.26,,20.69,3.34,-0.0326,-0.0253,0.6403,-0.7123,1932,1930s
1933-01-01,7.09,168.25,8.73,,26.33,3.31,0.0396,0.0557,0.6416,-0.6962,1933,1930s
1933-02-01,6.25,150.65,7.83,,26.33,3.29,-0.1185,-0.1046,0.6526,-0.728,1933,1930s
1933-03-01,6.23,151.36,7.87,,26.33,3.28,-0.0032,0.0047,0.6525,-0.7267,1933,1930s
1933-04-01,6.89,167.4,8.72,,26.33,3.26,0.1059,0.106,0.6094,-0.6978,1933,1930s
